question_id,question_type,question,answer,evidence_session_ids,evidence_turn_excerpt,num_sessions,num_turns,context_tokens,user_avg_tokens,assistant_avg_tokens,evidence_turn_count
gpt4_70e84552,temporal-reasoning,"Which task did I complete first, fixing the fence or trimming the goats' hooves?",Fixing the fence,answer_b3070ec4_2;answer_b3070ec4_1,"[user] I'm thinking of hosting a farm open house event soon and I was wondering if you could help me come up with some fun activities for kids and adults alike. By the way, speaking of the farm, I've been doing a great job of keeping up with the goat's hoove trimming, I did it two weeks ago and it was a success, no mess at all!",48,467,103072,55.2,384.1,2
a3838d2b,temporal-reasoning,How many charity events did I participate in before the 'Run for the Cure' event?,4,answer_4ffa04a2_1;answer_4ffa04a2_6;answer_4ffa04a2_4;answer_4ffa04a2_3;answer_4ffa04a2_5;answer_4ffa04a2_2,"[user] I'm looking for some tips on how to stay motivated to continue participating in charity events. I just ran 5 kilometers in the ""Run for the Cure"" event on October 15th and raised $250 for breast cancer research, which was an amazing experience.",47,484,101582,70.9,347.7,6
gpt4_93159ced,temporal-reasoning,How long have I been working before I started my current job at NovaTech?,4 years and 9 months,answer_e5131a1b_2;answer_e5131a1b_1,"[user] I'm a software engineer, specifically a backend developer, and I've been in this field since I graduated with a degree in Computer Science from the University of California, Berkeley. I've been working at NovaTech for about 4 years and 3 months now. Given my experience, I'm looking for a tool that's easy to use and can provide detailed insights into our API's performance. I've heard of New Relic a…",42,444,102263,59.3,399.8,3
gpt4_2d58bcd6,temporal-reasoning,"Which book did I finish reading first, 'The Hate U Give' or 'The Nightingale'?",'The Hate U Give',answer_3e11e0ae_1;answer_3e11e0ae_2,"[user] I'm looking for some book recommendations. I've been trying to read more diversely and I just finished ""The Hate U Give"" by Angie Thomas, which I had to rush to finish for my book club meeting two weeks ago - I was the only one who hadn't finished it, but I managed to finish it a few days before. Do you have any suggestions for similar books or authors I might like?",46,483,102270,50.1,372.7,2
gpt4_65aabe59,temporal-reasoning,"Which device did I set up first, the smart thermostat or the mesh network system?",Smart thermostat,answer_30dfe889_1;answer_30dfe889_2,"[user] I'm having some issues with my desktop computer, it's been freezing up on me randomly and I think it might be due for an upgrade. Since I recently upgraded my home Wi-Fi router to a new mesh network system, which has significantly improved my internet connection, I'm thinking maybe it's time to upgrade my computer too.",42,452,101343,52.5,394.4,3
982b5123,temporal-reasoning,How many months ago did I book the Airbnb in San Francisco?,Five months ago,answer_ab603dd5_1;answer_ab603dd5_2,"[user] I'm planning a trip to San Francisco and was wondering if you could recommend some good neighborhoods to stay in. By the way, I've had a great experience with Airbnb in the past, like when I stayed in Haight-Ashbury for my best friend's wedding and had to book three months in advance.",47,473,104736,47.1,393.5,2
b9cfe692,temporal-reasoning,How long did I take to finish 'The Seven Husbands of Evelyn Hugo' and 'The Nightingale' combined?,5.5 weeks,answer_5e3bb940_3;answer_5e3bb940_2;answer_5e3bb940_1,"[user] I'm looking for some book recommendations. I recently finished ""The Nightingale"" by Kristin Hannah, which took me three weeks to finish - it was a really emotional and heavy read, but I loved it. Can you suggest some historical fiction books that have a similar tone and style?",48,492,104260,46.2,372.3,2
gpt4_4edbafa2,temporal-reasoning,What was the date on which I attended the first BBQ event in June?,June 3rd,answer_0a00c163_1;answer_0a00c163_2,"[user] I'm looking for some recommendations on BBQ sauce brands. I recently used up my favorite Sweet Baby Ray's at my friend's place last Saturday, which was on the 17th of June, and I need to restock.",41,460,103509,52.7,395.9,2
c8090214,temporal-reasoning,How many days before I bought the iPhone 13 Pro did I attend the Holiday Market?,7 days. 8 days (including the last day) is also acceptable.,answer_70dc7d08_2;answer_70dc7d08_1,"[user] I'm looking to upgrade my phone case and screen protector. Can you show me some options for iPhone 13 Pro cases and screen protectors? By the way, I got my iPhone 13 Pro at a discounted price of $800 from Best Buy on Black Friday, which was a great deal considering the regular price was $1,000.",47,459,99480,73.8,357.8,2
gpt4_483dd43c,temporal-reasoning,"Which show did I start watching first, 'The Crown' or 'Game of Thrones'?",'Game of Thrones',answer_fb793c87_1;answer_fb793c87_2,"[user] I just finished binge-watching the third season of ""The Crown"" on Netflix, and I'm looking for some new shows to watch. I started it on a Sunday afternoon and finished the entire season in just 14 days, watching at least 2-3 episodes every day. Do you have any recommendations for shows similar to ""The Crown""?",52,532,104438,80.7,311.1,2
e4e14d04,temporal-reasoning,How long had I been a member of 'Book Lovers Unite' when I attended the meetup?,Two weeks,answer_cf425855_1;answer_cf425855_2,"[user] I'm looking for some book recommendations. I recently joined a Facebook group called ""Book Lovers Unite"" three weeks ago and I've been loving the discussions and recommendations from the members. Can you suggest some popular books in the thriller genre?",45,461,103964,67.0,382.0,2
c9f37c46,temporal-reasoning,How long had I been watching stand-up comedy specials regularly when I attended the open mic night at the local comedy club?,2 months,answer_cdba3d9f_1;answer_cdba3d9f_2,"[user] I'm looking for some comedy recommendations. I've been really into stand-up lately - I think it started about 3 months ago when I watched that Netflix special by John Mulaney, and I've been watching stand-ups regularly ever since. Can you suggest some comedians or specials I might enjoy?",50,511,102984,50.7,347.2,2
gpt4_2c50253f,temporal-reasoning,What time do I wake up on Tuesdays and Thursdays?,6:45 AM,answer_9af4e346_1;answer_9af4e346_2,"[user] I'm looking to find some healthy breakfast ideas that can be prepared the night before. I've recently started waking up at 7:00 AM, which is a big improvement from my usual 8:30 AM wake-up call, and I want to make sure I'm fueling up with a nutritious meal to start my day.",56,591,103135,57.5,289.6,2
dcfa8644,temporal-reasoning,How many days had passed since I bought my Adidas running shoes when I realized one of the shoelaces on my old Converse sneakers had broken?,14 days. 15 days (including the last day) is also acceptable.,answer_5e3eeb12_2;answer_5e3eeb12_1,"[user] I'm looking for some shoe cleaning tips. I've got a pair of sneakers that I wore to play basketball on February 1st and they got pretty dirty. By the way, speaking of shoes, I realized that one of the shoelaces on my old Converse sneakers had broken on January 24th, so I had to replace it.",46,470,101147,49.1,378.6,2
gpt4_b4a80587,temporal-reasoning,"Which event happened first, the road trip to the coast or the arrival of the new prime lens?",The arrival of the new prime lens,answer_b9d9150e_2;answer_b9d9150e_1,[user] I'm especially interested in mastering my 50mm lens that I got a month ago. Can you give me some tips on how to best use its shallow depth of field to create a nice bokeh effect?,47,542,103841,49.9,329.2,2
gpt4_9a159967,temporal-reasoning,Which airline did I fly with the most in March and April?,United Airlines,answer_8a42fedf_1;answer_8a42fedf_3;answer_8a42fedf_2,"[user] I was impressed with United's in-flight entertainment system on my recent trip. In March, I took a business trip to Chicago with United Airlines, flying from my hometown to Chicago on the 10th and returning on the 12th, with two flights each way. So I'm hoping to stick with them for my next long-haul flight. Do you know if they offer any special perks or benefits for frequent flyers like myself, e…",46,470,104509,47.7,395.5,3
cc6d1ec1,temporal-reasoning,How long had I been bird watching when I attended the bird watching workshop?,Two months,answer_be73098b_2;answer_be73098b_1,"[user] I'm considering getting a bird feeder for my backyard, but I'm not sure what type of seed to use. Can you recommend a good all-purpose seed mix that will attract a variety of birds? By the way, I recently attended a bird watching workshop at the local Audubon society a month ago, and I learned a lot about attracting birds to my yard.",46,457,102176,90.5,354.9,2
gpt4_8c8961ae,temporal-reasoning,"Which trip did I take first, the one to Europe with family or the solo trip to Thailand?",The solo trip to Thailand,answer_72d9aa58_1;answer_72d9aa58_2,"[user] I'm considering planning a solo trip to South America and I'm wondering if you can help me with some research. I've been looking at different itineraries and trying to decide between going with a group tour or on my own. By the way, just last month, I went on a two-week trip to Europe with my parents and younger brother, and it was a really different experience from traveling solo.",50,485,101624,60.1,357.1,2
